"X1","account_id","post_id","Category","Page","Post.URL","Date.Published","Post.Type","Rating","Debate","share_count","reaction_count","comment_count","share_count_ln","comment_count_ln"
473,219367258105115,1284361938272303,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284361938272303",2016-09-21,"link","mostly true",NA,153,505,415,5.03043792139244,6.03068526026126
474,219367258105115,1284384514936712,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284384514936712",2016-09-21,"link","mostly true",NA,91,661,290,4.51085950651685,5.67332326717149
475,219367258105115,1284409618267535,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284409618267535",2016-09-21,"link","mostly true",NA,53,211,191,3.97029191355212,5.25749537202778
476,219367258105115,1284425191599311,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284425191599311",2016-09-21,"link","mostly true",NA,6,136,105,1.79175946922805,4.66343909411207
477,219367258105115,1284435091598321,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284435091598321",2016-09-21,"link","mostly true",NA,43,352,271,3.76120011569356,5.605802066296
478,219367258105115,1284469454928218,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284469454928218",2016-09-21,"link","mostly true",NA,15,85,60,2.70805020110221,4.11087386417331
479,219367258105115,1284470298261467,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284470298261467",2016-09-21,"link","mostly true",NA,67,525,386,4.20469261939097,5.95842469302978
480,219367258105115,1284502774924886,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284502774924886",2016-09-21,"link","no factual content",NA,79,608,1255,4.36944785246702,7.13568734702814
481,219367258105115,1284507951591035,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284507951591035",2016-09-21,"link","mostly true",NA,52,220,200,3.95124371858143,5.30330490805908
482,219367258105115,1284516668256830,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284516668256830",2016-09-21,"link","mostly true",NA,206,1860,656,5.32787616878958,6.48768401848461
483,219367258105115,1284521911589639,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284521911589639",2016-09-21,"link","mostly true",NA,11,83,37,2.39789527279837,3.63758615972639
485,219367258105115,1284530981588732,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284530981588732",2016-09-21,"video","mostly true",NA,91,430,375,4.51085950651685,5.92958914338989
486,219367258105115,1284539884921175,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284539884921175",2016-09-21,"link","mostly true",NA,100,397,269,4.60517018598809,5.59842195899838
487,219367258105115,1284556298252867,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284556298252867",2016-09-21,"link","mostly true",NA,33,273,203,3.49650756146648,5.31811999384422
488,219367258105115,1284571788251318,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284571788251318",2016-09-21,"link","mostly true",NA,35,463,243,3.55534806148941,5.4971682252932
489,219367258105115,1284577521584078,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284577521584078",2016-09-21,"video","mostly true",NA,218,749,713,5.38449506278909,6.57088296233958
490,219367258105115,1284598968248600,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284598968248600",2016-09-21,"link","mostly true",NA,187,2369,477,5.23110861685459,6.16961073249146
491,219367258105115,1284618111580019,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284618111580019",2016-09-21,"link","mostly true",NA,75,819,760,4.31748811353631,6.63463335786169
492,219367258105115,1284636768244820,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284636768244820",2016-09-21,"link","mostly true",NA,21,464,188,3.04452243772342,5.24174701505964
493,219367258105115,1284667821575048,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284667821575048",2016-09-21,"link","mostly true",NA,9,46,34,2.19722457733622,3.55534806148941
494,219367258105115,1284694994905664,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284694994905664",2016-09-21,"link","mostly true",NA,127,167,81,4.84418708645859,4.40671924726425
495,219367258105115,1284720001569830,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284720001569830",2016-09-21,"link","mostly true",NA,79,604,256,4.36944785246702,5.54907608489522
496,219367258105115,1284738988234598,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284738988234598",2016-09-21,"link","mostly true",NA,8,51,36,2.07944154167984,3.61091791264422
497,219367258105115,1284761268232370,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284761268232370",2016-09-21,"link","mostly true",NA,217,2790,349,5.37989735354046,5.85793315448346
498,219367258105115,1284770391564791,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284770391564791",2016-09-21,"link","mostly true",NA,537,1723,440,6.28599809450886,6.08904487544685
499,219367258105115,1284779834897180,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284779834897180",2016-09-21,"link","mostly true",NA,152,431,276,5.02388052084628,5.62401750618734
500,219367258105115,1284795924895571,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284795924895571",2016-09-21,"link","mostly true",NA,53,299,262,3.97029191355212,5.57215403217776
501,219367258105115,1284802821561548,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284802821561548",2016-09-21,"link","mostly true",NA,18,100,122,2.89037175789616,4.81218435537242
502,219367258105115,1284813001560530,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284813001560530",2016-09-21,"link","mostly true",NA,87,459,132,4.46590811865458,4.89034912822175
503,219367258105115,1284828394892324,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284828394892324",2016-09-21,"link","mostly true",NA,209,2033,500,5.34233425196481,6.21660610108486
504,219367258105115,1284839921557838,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284839921557838",2016-09-21,"link","mostly true",NA,279,2409,537,5.63121178182137,6.28785856016178
505,219367258105115,1284860918222405,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284860918222405",2016-09-21,"link","mostly true",NA,21,307,218,3.04452243772342,5.3890717298165
506,219367258105115,1284875161554314,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284875161554314",2016-09-21,"link","mostly true",NA,31,377,103,3.43398720448515,4.64439089914137
507,219367258105115,1284896004885563,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284896004885563",2016-09-21,"link","mostly true",NA,27,177,98,3.29583686600433,4.59511985013459
508,219367258105115,1284917638216733,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284917638216733",2016-09-21,"link","mostly true",NA,13,57,45,2.56494935746154,3.8286413964891
509,219367258105115,1284958608212636,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284958608212636",2016-09-22,"link","mostly true",NA,26,66,80,3.25809653802148,4.39444915467244
510,219367258105115,1285012294873934,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285012294873934",2016-09-22,"link","mostly true",NA,29,171,72,3.36729582998647,4.29045944114839
511,219367258105115,1285066028201894,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285066028201894",2016-09-22,"link","mostly true",NA,16,73,62,2.77258872223978,4.14313472639153
512,219367258105115,1285114678197029,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285114678197029",2016-09-22,"link","mostly true",NA,128,392,96,4.85203026391962,4.57471097850338
513,219367258105115,1285166408191856,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285166408191856",2016-09-22,"link","mostly true",NA,38,171,72,3.63758615972639,4.29045944114839
514,219367258105115,1285188088189688,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285188088189688",2016-09-22,"link","mostly true",NA,39,143,103,3.66356164612965,4.64439089914137
515,219367258105115,1285203954854768,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285203954854768",2016-09-22,"photo","mostly true",NA,8,50,21,2.07944154167984,3.09104245335832
516,219367258105115,1285209071520923,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285209071520923",2016-09-22,"link","mostly true",NA,8,529,196,2.07944154167984,5.28320372873799
517,219367258105115,1285224471519383,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285224471519383",2016-09-22,"link","mostly true",NA,315,1499,361,5.75257263882563,5.89164421182577
518,219367258105115,1285240618184435,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285240618184435",2016-09-22,"video","mostly true",NA,271,1234,387,5.6021188208797,5.96100533962327
519,219367258105115,1285250141516816,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285250141516816",2016-09-22,"link","mostly true",NA,10,77,64,2.30258509299405,4.17438726989564
520,219367258105115,1285274428181054,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285274428181054",2016-09-22,"link","mostly true","yes",110,513,191,4.70048036579242,5.25749537202778
521,219367258105115,1285283804846783,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285283804846783",2016-09-22,"link","mostly true",NA,6,45,30,1.79175946922805,3.43398720448515
522,219367258105115,1285299968178500,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285299968178500",2016-09-22,"link","mostly true",NA,11,140,150,2.39789527279837,5.01727983681492
523,219367258105115,1285323381509492,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285323381509492",2016-09-22,"link","mostly true",NA,136,685,208,4.91265488573605,5.34233425196481
524,219367258105115,1285327341509096,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285327341509096",2016-09-22,"link","mostly true",NA,25,121,111,3.2188758248682,4.71849887129509
525,219367258105115,1285330201508810,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285330201508810",2016-09-22,"link","mostly true",NA,619,3588,187,6.4281052726846,5.23644196282995
526,219367258105115,1285330611508769,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285330611508769",2016-09-22,"link","mostly true",NA,55,353,171,4.00733318523247,5.14749447681345
527,219367258105115,1285349598173537,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285349598173537",2016-09-22,"link","mostly true",NA,20,181,182,2.99573227355399,5.20948615284142
528,219367258105115,1285357341506096,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285357341506096",2016-09-22,"link","mostly true",NA,133,802,541,4.89034912822175,6.29526600143965
529,219367258105115,1285360621505768,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285360621505768",2016-09-22,"link","mostly true",NA,27,426,108,3.29583686600433,4.69134788222914
530,219367258105115,1285386531503177,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285386531503177",2016-09-22,"link","mostly true",NA,6,48,88,1.79175946922805,4.48863636973214
531,219367258105115,1285415944833569,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285415944833569",2016-09-22,"link","mostly true",NA,99,413,194,4.59511985013459,5.27299955856375
532,219367258105115,1285438601497970,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285438601497970",2016-09-22,"photo","no factual content",NA,6,47,52,1.79175946922805,3.97029191355212
533,219367258105115,1285466798161817,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285466798161817",2016-09-22,"link","mostly true",NA,23,80,110,3.13549421592915,4.70953020131233
534,219367258105115,1285490121492818,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285490121492818",2016-09-22,"video","mostly true",NA,185,1039,756,5.22035582507832,6.62936325343745
535,219367258105115,1285516921490138,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285516921490138",2016-09-22,"link","mostly true",NA,14,111,174,2.63905732961526,5.16478597392351
536,219367258105115,1285544454820718,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285544454820718",2016-09-22,"link","mostly true",NA,129,764,403,4.85981240436167,6.00141487796115
537,219367258105115,1285567801485050,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285567801485050",2016-09-22,"link","mostly true",NA,14,136,59,2.63905732961526,4.0943445622221
538,219367258105115,1285589471482883,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285589471482883",2016-09-22,"link","mostly true",NA,26,152,203,3.25809653802148,5.31811999384422
539,219367258105115,1285595641482266,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285595641482266",2016-09-22,"video","mostly true",NA,74,703,976,4.30406509320417,6.88448665204278
540,219367258105115,1285631884811975,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285631884811975",2016-09-22,"link","mostly true",NA,25,231,178,3.2188758248682,5.18738580584075
541,219367258105115,1285635054811658,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285635054811658",2016-09-22,"video","mostly true",NA,143,1599,1732,4.96284463025991,7.45760928971561
542,219367258105115,1285657511476079,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285657511476079",2016-09-22,"link","mostly true",NA,17,98,160,2.83321334405622,5.08140436498446
543,219367258105115,1285681728140324,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285681728140324",2016-09-22,"link","mostly true",NA,24,286,177,3.17805383034795,5.18178355029209
544,219367258105115,1285705561471274,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285705561471274",2016-09-22,"link","mostly true",NA,218,1016,411,5.38449506278909,6.02102334934953
545,219367258105115,1285711234804040,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285711234804040",2016-09-22,"link","mostly true",NA,7,41,18,1.94591014905531,2.94443897916644
546,219367258105115,1285711464804017,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285711464804017",2016-09-22,"video","mostly true",NA,31,139,58,3.43398720448515,4.07753744390572
547,219367258105115,1285725348135962,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285725348135962",2016-09-22,"link","mostly true",NA,17,100,74,2.83321334405622,4.31748811353631
548,219367258105115,1285727238135773,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285727238135773",2016-09-22,"link","mostly true",NA,25,206,103,3.2188758248682,4.64439089914137
549,219367258105115,1285738474801316,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285738474801316",2016-09-22,"link","mostly true",NA,7,52,65,1.94591014905531,4.18965474202643
550,219367258105115,1285748874800276,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285748874800276",2016-09-22,"link","mostly true",NA,109,564,396,4.69134788222914,5.98393628068719
551,219367258105115,1285756448132852,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285756448132852",2016-09-22,"link","mostly true",NA,24,238,88,3.17805383034795,4.48863636973214
552,219367258105115,1285776904797473,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285776904797473",2016-09-22,"link","mostly true",NA,21,123,82,3.04452243772342,4.4188406077966
553,219367258105115,1285791588129338,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285791588129338",2016-09-22,"link","mostly true",NA,15,77,59,2.70805020110221,4.0943445622221
554,219367258105115,1285799771461853,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285799771461853",2016-09-22,"link","mostly true",NA,32,87,51,3.46573590279973,3.95124371858143
555,219367258105115,1285805834794580,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285805834794580",2016-09-22,"link","mostly true",NA,6,50,55,1.79175946922805,4.02535169073515
556,219367258105115,1285818561459974,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285818561459974",2016-09-22,"link","mostly true",NA,21,452,372,3.04452243772342,5.92157841964382
557,219367258105115,1285829131458917,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285829131458917",2016-09-22,"link","mostly true",NA,21,56,59,3.04452243772342,4.0943445622221
558,219367258105115,1285843474790816,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285843474790816",2016-09-22,"link","mostly true",NA,19,219,144,2.94443897916644,4.97673374242057
559,219367258105115,1285851221456708,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285851221456708",2016-09-22,"link","mostly true",NA,215,558,250,5.37063802812766,5.52545293913178
560,219367258105115,1285864978121999,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285864978121999",2016-09-22,"link","mostly true",NA,21,237,160,3.04452243772342,5.08140436498446
561,219367258105115,1285877644787399,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285877644787399",2016-09-22,"link","mostly true",NA,7,50,21,1.94591014905531,3.09104245335832
562,219367258105115,1285887041453126,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285887041453126",2016-09-22,"link","mostly true",NA,88,799,344,4.47733681447821,5.84354441703136
563,219367258105115,1285912444783919,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285912444783919",2016-09-22,"link","mostly true",NA,79,985,430,4.36944785246702,6.06610809010375
564,219367258105115,1285944301447400,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285944301447400",2016-09-22,"link","mostly true",NA,107,700,194,4.67282883446191,5.27299955856375
565,219367258105115,1285962054778958,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285962054778958",2016-09-22,"link","mostly true",NA,13,114,194,2.56494935746154,5.27299955856375
566,219367258105115,1285963444778819,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285963444778819",2016-09-22,"link","mostly true",NA,56,371,200,4.02535169073515,5.30330490805908
567,219367258105115,1285982404776923,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285982404776923",2016-09-22,"link","mostly true",NA,12,82,53,2.484906649788,3.98898404656427
568,219367258105115,1286001041441726,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286001041441726",2016-09-22,"link","mostly true",NA,1447,2251,1183,7.27724772663148,7.07665381544395
569,219367258105115,1286033694771794,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286033694771794",2016-09-22,"link","mostly true",NA,19,93,48,2.94443897916644,3.89182029811063
570,219367258105115,1286065878101909,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286065878101909",2016-09-22,"link","mostly true",NA,65,225,168,4.17438726989564,5.12989871492307
571,219367258105115,1286155644759599,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286155644759599",2016-09-23,"link","mostly true",NA,25,200,92,3.2188758248682,4.53259949315326
572,219367258105115,1286256064749557,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286256064749557",2016-09-23,"link","mostly true",NA,53,268,83,3.97029191355212,4.43081679884331
573,219367258105115,1286315071410323,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286315071410323",2016-09-23,"text","mostly true",NA,4,95,103,1.38629436111989,4.64439089914137
574,219367258105115,1286345578073939,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286345578073939",2016-09-23,"link","mostly true",NA,12,75,44,2.484906649788,3.80666248977032
575,219367258105115,1286352748073222,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286352748073222",2016-09-23,"link","mostly true",NA,309,2061,861,5.73334127689775,6.75925527066369
576,219367258105115,1286365484738615,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286365484738615",2016-09-23,"video","mostly true",NA,39,144,62,3.66356164612965,4.14313472639153
577,219367258105115,1286387311403099,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286387311403099",2016-09-23,"link","mostly true",NA,267,3169,451,5.58724865840025,6.11368217983223
578,219367258105115,1286397688068728,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286397688068728",2016-09-23,"link","mostly true",NA,57,205,89,4.04305126783455,4.49980967033027
579,219367258105115,1286423628066134,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286423628066134",2016-09-23,"link","mostly true",NA,5,83,81,1.6094379124341,4.40671924726425
580,219367258105115,1286459601395870,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286459601395870",2016-09-23,"video","mostly true",NA,46,186,26,3.8286413964891,3.29583686600433
581,219367258105115,1286469658061531,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286469658061531",2016-09-23,"link","mostly true",NA,14,197,111,2.63905732961526,4.71849887129509
582,219367258105115,1286491048059392,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286491048059392",2016-09-23,"link","mostly true",NA,23,60,50,3.13549421592915,3.93182563272433
583,219367258105115,1286516418056855,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286516418056855",2016-09-23,"link","mostly true",NA,64,459,279,4.15888308335967,5.63478960316925
584,219367258105115,1286541354721028,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286541354721028",2016-09-23,"link","mostly true",NA,53,520,167,3.97029191355212,5.12396397940326
585,219367258105115,1286579191383911,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286579191383911",2016-09-23,"link","mostly true",NA,19,141,45,2.94443897916644,3.8286413964891
586,219367258105115,1286584094716754,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286584094716754",2016-09-23,"link","mostly true",NA,206,1879,499,5.32787616878958,6.21460809842219
587,219367258105115,1286614571380373,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286614571380373",2016-09-23,"link","mostly true",NA,235,1614,256,5.45958551414416,5.54907608489522
588,219367258105115,1286655954709568,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286655954709568",2016-09-23,"link","mostly true",NA,11,71,48,2.39789527279837,3.89182029811063
589,219367258105115,1286666041375226,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286666041375226",2016-09-23,"video","mostly true",NA,112,738,174,4.71849887129509,5.16478597392351
590,219367258105115,1286690614706102,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286690614706102",2016-09-23,"link","mostly true",NA,104,956,353,4.64439089914137,5.86929691313377
591,219367258105115,1286720611369769,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286720611369769",2016-09-23,"link","mostly true",NA,14,178,125,2.63905732961526,4.83628190695148
592,219367258105115,1286745671367263,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286745671367263",2016-09-23,"link","mostly true",NA,12,153,106,2.484906649788,4.67282883446191
593,219367258105115,1286756508032846,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286756508032846",2016-09-23,"link","mostly true",NA,15,250,178,2.70805020110221,5.18738580584075
594,219367258105115,1286769711364859,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286769711364859",2016-09-23,"link","mostly true",NA,62,339,137,4.12713438504509,4.92725368515721
595,219367258105115,1286778998030597,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286778998030597",2016-09-23,"link","mostly true",NA,46,162,195,3.8286413964891,5.27811465923052
596,219367258105115,1286792788029218,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286792788029218",2016-09-23,"link","mostly true",NA,62,445,182,4.12713438504509,5.20948615284142
597,219367258105115,1286794198029077,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286794198029077",2016-09-23,"link","mostly true",NA,186,904,606,5.2257466737132,6.4085287910595
598,219367258105115,1286817908026706,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286817908026706",2016-09-23,"link","mixture of true and false",NA,13,41,30,2.56494935746154,3.43398720448515
599,219367258105115,1286826111359219,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286826111359219",2016-09-23,"link","mostly true",NA,90,728,238,4.49980967033027,5.47646355193151
600,219367258105115,1286858434689320,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286858434689320",2016-09-23,"link","mostly true",NA,30,209,45,3.40119738166216,3.8286413964891
601,219367258105115,1286867958021701,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286867958021701",2016-09-23,"link","mostly true",NA,153,584,331,5.03043792139244,5.80513496891649
602,219367258105115,1286875358020961,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286875358020961",2016-09-23,"link","mostly true",NA,10,92,68,2.30258509299405,4.23410650459726
603,219367258105115,1286887648019732,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286887648019732",2016-09-23,"link","mostly true",NA,21,188,209,3.04452243772342,5.34710753071747
604,219367258105115,1286913761350454,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286913761350454",2016-09-23,"link","mostly true",NA,25,108,156,3.2188758248682,5.05624580534831
605,219367258105115,1286927371349093,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286927371349093",2016-09-23,"link","mostly true",NA,83,198,101,4.4188406077966,4.62497281328427
606,219367258105115,1286942584680905,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286942584680905",2016-09-23,"link","mostly true",NA,32,420,193,3.46573590279973,5.26785815906333
607,219367258105115,1286952664679897,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286952664679897",2016-09-23,"link","mostly true",NA,2972,6980,5400,7.99699040583765,8.59433940059289
608,219367258105115,1286975518010945,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286975518010945",2016-09-23,"link","mostly true",NA,101,927,87,4.61512051684126,4.47733681447821
609,219367258105115,1286999761341854,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286999761341854",2016-09-23,"link","mostly true",NA,497,3244,437,6.20859002609663,6.08221891037645
610,219367258105115,1287021484673015,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287021484673015",2016-09-23,"link","mostly true",NA,31,129,57,3.43398720448515,4.06044301054642
611,219367258105115,1287046594670504,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287046594670504",2016-09-23,"link","mostly true",NA,68,231,61,4.21950770517611,4.12713438504509
612,219367258105115,1287065088001988,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287065088001988",2016-09-23,"link","mostly true",NA,23,215,70,3.13549421592915,4.26267987704132
613,219367258105115,1287120417996455,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287120417996455",2016-09-23,"link","mostly true",NA,36,273,143,3.58351893845611,4.969813299576
614,219367258105115,1287128154662348,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287128154662348",2016-09-23,"link","mostly true",NA,21,156,181,3.04452243772342,5.2040066870768
615,219367258105115,1287146107993886,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287146107993886",2016-09-23,"link","mostly true",NA,79,435,409,4.36944785246702,6.01615715969835
616,219367258105115,1287150634660100,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287150634660100",2016-09-23,"link","mostly true",NA,20,128,85,2.99573227355399,4.45434729625351
617,219367258105115,1287165347991962,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287165347991962",2016-09-23,"link","mostly true",NA,11,219,215,2.39789527279837,5.37527840768417
